id,model,kind,world_scope,is_stop_control,x,y,z,rotation_x,rotation_y,rotation_z,rotation_w,source_ymap
gta-v-sign-0011,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-2146.3152,3327.5583,31.809917,0.0,0.0,0.30070594,0.95371693,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_5.ymap
gta-v-sign-0012,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-2138.786,3340.9006,31.809917,0.0,0.0,-0.4226179,0.90630794,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_5.ymap
gta-v-sign-0013,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-2087.5623,2302.0334,36.62873,0.0044830004,-0.002763,-0.12393702,0.99227613,update\update.rpf\dlc_patch\mpheist\x64\levels\gta5\_hills\cityhills_01\cityhills_01_metadata.rpf\hei_ch1_04_strm_1.ymap
gta-v-sign-0014,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-2030.5193,3260.663,31.817371,0.0,0.0,0.9537169,0.30070597,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_10.ymap
gta-v-sign-0015,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-2016.3623,3252.147,31.817371,0.0,0.0,0.34201995,0.9396927,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_10.ymap
gta-v-sign-0016,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-2008.4458,3265.6714,31.817371,0.0,0.0,-0.5000003,0.86602527,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_10.ymap
gta-v-sign-0017,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1942.091,3209.889,31.817371,0.0,0.0,0.8870111,0.46174806,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_7.ymap
gta-v-sign-0018,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1930.042,3201.7485,31.817371,0.0,0.0,0.25881898,0.9659258,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_7.ymap
gta-v-sign-0019,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1913.811,2886.1099,31.770842,0.0,0.0,-0.4226179,0.90630794,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_16.ymap
gta-v-sign-0020,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1906.7703,-218.5877,35.6872,0.0,0.0,0.3475258,0.9376704,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0021,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1843.0942,3076.1147,31.85734,0.0,0.0,0.9659259,-0.25881898,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_9.ymap
gta-v-sign-0022,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1832.1594,145.45688,77.10415,0.003872,0.014458,0.965853,-0.258658,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0023,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1830.7697,3206.3914,31.846758,0.0,0.0,0.93969274,-0.34201992,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_8.ymap
gta-v-sign-0024,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1806.7142,2843.755,31.920292,0.0,0.0,0.9659259,-0.25881898,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_16.ymap
gta-v-sign-0025,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1799.306,-462.67078,40.290817,0.0,0.0,0.9053214,0.4247272,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0026,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1792.3832,-454.5345,40.848305,0.0,0.0,0.9053214,0.4247272,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0027,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1785.7084,3151.5508,31.85734,0.0,0.0,0.38268292,0.92387974,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_8.ymap
gta-v-sign-0028,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1780.7468,3267.1045,31.828327,0.0,0.0,0.25881898,0.9659258,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_13.ymap
gta-v-sign-0029,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1774.8988,97.93448,69.103714,-0.012046999,-0.008881999,-0.5933849,0.8047797,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0030,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1769.7212,-460.66052,40.151123,0.0,0.0,-0.594924,0.803782,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0031,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1767.5674,-488.47064,38.574585,0.0,0.0,-0.35242212,0.9358412,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0032,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1747.6031,3158.4172,31.805784,0.0,0.0,0.93969274,-0.34201992,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_8.ymap
gta-v-sign-0033,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1742.8792,2933.786,31.935266,0.0,0.0,0.30070594,0.95371693,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_16.ymap
gta-v-sign-0034,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1740.153,2999.1226,31.709816,0.0,0.0,0.8870107,0.4617488,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_9.ymap
gta-v-sign-0035,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1728.1855,2986.1926,31.802792,0.0,0.0,0.34201995,0.9396927,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_16.ymap
gta-v-sign-0036,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1722.3472,3008.6711,31.844398,0.0,0.0,-0.67559034,0.73727727,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_14.ymap
gta-v-sign-0037,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1712.8345,-560.0412,36.143105,0.0,0.0,0.346703,0.937975,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0038,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1710.0167,-384.7465,46.230835,-0.015001005,-0.019352006,0.37599015,0.9263001,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0039,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1702.5076,-511.05994,36.526756,0.0,0.0,0.9515575,-0.30747083,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_0.ymap
gta-v-sign-0040,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1697.6865,3218.961,32.064762,0.0,0.0,0.25881898,0.9659258,update\x64\dlcpacks\patchday2ng\dlc.rpf\x64\levels\gta5\_hills\country_03\country_03_metadata.rpf\cs3_07_strm_14.ymap
gta-v-sign-0041,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1678.8282,-378.66852,47.477356,-0.015001005,-0.019352006,0.37599015,0.9263001,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0042,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1667.647,105.25632,62.811745,0.0,0.0,-0.39073104,0.92050487,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0043,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1651.8325,-555.1427,32.60064,0.0,0.0,0.9002048,-0.43546692,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0044,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1650.9177,-468.6611,37.851036,0.0,0.0,0.30380085,0.95273554,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0045,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1634.1416,-425.23386,38.472553,0.0,0.0,0.95386124,-0.30024806,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0046,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1625.2207,-589.03326,32.464394,0.0,0.0,-0.36360893,0.9315517,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0047,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1620.0548,-451.79364,37.607002,0.0,0.0,-0.458681,0.888601,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0048,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1602.386,-311.6168,49.451042,0.003789001,-0.014949005,-0.4473921,0.894205,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0049,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1599.5629,-502.1169,34.44664,0.0,0.0,0.993813,0.111067005,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0050,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1592.5985,-499.17566,34.491898,0.0,0.0,0.9433916,0.3316809,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0051,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1589.5981,-298.4311,49.037575,0.003789001,-0.014949005,-0.4473921,0.894205,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0052,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1588.5857,-863.34766,9.045464,0.0,0.0,0.9340612,-0.3571131,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0053,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1561.4999,-486.2956,34.470085,0.0,0.0,0.8808254,-0.4734412,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0054,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1558.8336,-857.5909,9.124405,0.0,0.0,0.363421,0.931625,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0055,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1550.8994,-639.10266,28.177715,0.0,0.0,-0.6622648,0.74926984,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0056,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1539.8666,-847.62445,9.123627,0.0,0.0,-0.5231783,0.8522233,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0057,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1530.9203,-652.32135,28.030666,0.0,0.0,0.86786443,-0.49680126,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0058,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1528.4421,2115.6794,55.551956,0.043578014,0.0019030008,0.99809736,0.043578014,update\x64\dlcpacks\mplowrider\dlc.rpf\x64\levels\gta5\_hills\country_06\country_06_metadata.rpf\lr_cs6_09_strm_0.ymap
gta-v-sign-0059,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1525.8372,2163.9734,54.067795,-0.025418,0.032983,-0.38236904,0.92307097,update\x64\dlcpacks\mplowrider\dlc.rpf\x64\levels\gta5\_hills\country_06\country_06_metadata.rpf\lr_cs6_09_strm_0.ymap
gta-v-sign-0060,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1509.2822,2145.6267,55.049774,0.005371,-0.005371,0.76581,0.643022,update\x64\dlcpacks\mplowrider\dlc.rpf\x64\levels\gta5\_hills\country_06\country_06_metadata.rpf\lr_cs6_09_strm_0.ymap
gta-v-sign-0061,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1508.0804,-279.94595,49.144184,0.0,0.0,0.35486022,0.93491936,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0062,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1507.385,228.98917,59.08219,0.0,0.0,0.7351172,0.6779402,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0063,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1461.51,-477.75693,34.024384,0.0,0.0,0.56032395,0.8282736,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0064,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1456.3293,52.831192,51.55641,0.0,0.0,0.7132504,0.70090944,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0065,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1446.0128,-774.12244,22.503227,0.0,0.0,0.3355952,0.9420063,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0066,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1430.1031,-735.3103,22.578041,0.0,0.0,0.92666477,-0.3758889,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0067,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1427.2491,-913.9508,9.716061,0.0,0.0,0.84663886,0.5321679,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0068,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1426.3221,271.6363,59.70962,0.0,0.0,-0.038396988,0.9992626,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0069,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1424.8668,-303.20688,43.27327,0.015911995,-0.0017059994,0.9370226,-0.34890187,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_0.ymap
gta-v-sign-0070,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1418.8682,-932.7204,9.716061,0.0,0.0,0.3431431,0.93928313,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0071,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1417.5306,-485.0613,32.49308,0.0,0.0,0.891669,-0.45268798,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_1.ymap
gta-v-sign-0072,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1404.0867,-898.66656,9.967842,0.0,0.0,0.91333723,-0.4072041,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0073,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1399.7612,-549.7856,29.348087,0.0,0.0,0.9393365,0.34299716,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0074,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1398.5435,-923.8299,9.967842,0.0,0.0,-0.35175425,0.9360924,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0075,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1392.31,-91.13172,51.62036,0.00059899973,-0.00013599994,-0.018124992,0.99983555,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_2.ymap
gta-v-sign-0076,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1390.0411,-582.5792,29.215511,0.0,0.0,0.44631827,0.89487433,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0077,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1374.3749,-277.4972,41.912224,0.002136,0.015860002,0.37409303,0.9272531,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\beverly_01\beverly_metadata.rpf\bh1_rd_strm_0.ymap
gta-v-sign-0078,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1370.6719,-990.3104,7.257401,0.0,0.0,0.9631192,0.2690751,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0079,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1365.5844,-1011.6473,7.292572,0.0,0.0,0.4907791,0.87128407,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0080,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1365.4707,-572.28,29.184883,0.0,0.0,-0.31040606,0.9506041,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0081,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1362.6534,-534.7471,29.32301,0.0,0.0,0.8557679,-0.51736,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_2.ymap
gta-v-sign-0082,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1362.4187,2154.6863,50.883743,-0.030843986,0.030843986,-0.7064338,0.7064338,update\x64\dlcpacks\mplowrider\dlc.rpf\x64\levels\gta5\_hills\country_06\country_06_metadata.rpf\lr_cs6_09_strm_0.ymap
gta-v-sign-0083,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1359.917,-2426.7026,12.970689,0.0,0.0,0.9659259,-0.25881898,update\x64\dlcpacks\mpheist\dlc.rpf\x64\levels\gta5\_cityw\airport_01\airport_metadata.rpf\hei_ap1_01_a_strm_6.ymap
gta-v-sign-0084,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1354.0833,-982.58484,7.285923,0.0,0.0,0.8561957,-0.5166518,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0085,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1346.6786,-860.66986,15.834942,0.0,0.0,0.39768088,0.9175238,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\santamon_01\santamon_metadata.rpf\sm_rd_strm_3.ymap
gta-v-sign-0086,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1343.9613,-1010.69214,7.113438,0.0,0.0,-0.24325392,0.96996266,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0087,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1336.6965,2159.4958,52.226532,-0.0039169993,0.014618999,0.9064789,0.42197993,update\x64\dlcpacks\mplowrider\dlc.rpf\x64\levels\gta5\_hills\country_06\country_06_metadata.rpf\lr_cs6_09_strm_0.ymap
gta-v-sign-0088,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1319.2509,-1081.902,5.935188,0.0,0.0,0.9659259,0.25881898,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_0.ymap
gta-v-sign-0089,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1307.668,-1183.4618,3.88031,0.0,0.0,0.98476934,0.17386606,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
gta-v-sign-0090,prop_sign_road_01a,standard_stop,los_santos_blaine_county,True,-1303.6976,-1203.6151,3.808289,0.0,0.0,0.5471872,0.83701026,update\x64\dlcpacks\patchday27ng\dlc.rpf\x64\levels\gta5\_cityw\venice_01\venice_metadata.rpf\vb_rd_strm_2.ymap
